day,cell,merchant_cash,merchant_inventory_liquidation_value,merchant_economic_assets,merchant_operating_outflow,merchant_liquidity_coverage_q16,merchant_population,merchant_income,merchant_expense,population
53,1902,17303701,967865,18271566,251676,4505854,5,582819,540850,20
54,1902,17345230,958119,18303349,252467,4502517,5,583734,542205,20
55,1902,17386452,948437,18334889,253494,4494932,5,584892,543670,20
56,1902,17427316,938765,18366081,254239,4492294,5,585823,544959,20
57,1902,17467795,929031,18396826,254985,4489555,5,586794,546315,20
58,1902,17507959,919310,18427269,255690,4487471,5,587755,547591,20
59,1902,17547931,909473,18457404,256409,4485104,5,588730,548758,20
60,1902,17587546,899462,18487008,257328,4479176,5,589966,550351,20
61,1902,17626961,889476,18516437,258008,4477382,5,590855,551440,20
62,1902,17666024,879346,18545370,258684,4475578,5,591840,552777,20
63,1902,17704877,869177,18574054,259363,4473679,5,592741,553888,20
64,1902,17743385,859010,18602395,260055,4471479,5,593580,555072,20
65,1902,17781450,848818,18630268,260941,4465856,5,594674,556609,20
66,1902,17819191,838704,18657895,261643,4463327,5,595542,557801,20
67,1902,17876566,833255,18709821,218575,5359984,5,550231,492856,20
68,1902,17913148,823564,18736712,263874,4448926,5,597941,561359,20
69,1902,17949257,814039,18763296,264622,4445293,5,598740,562631,20
70,1902,17984876,804646,18789522,265575,4438131,5,599712,564093,20
71,1902,18020134,795413,18815547,266352,4433860,5,600493,565235,20
72,1902,18075074,761989,18837063,222973,5312607,5,585734,530794,20
73,1902,21620146,785198,22405344,268797,5271256,6,482288,523374,20
74,1902,21539034,772640,22311674,270510,5218225,6,448901,530013,20
75,1902,21457123,760486,22217609,271699,5175631,6,449845,531756,20
76,1902,21374476,748819,22123295,272727,5136263,6,450561,533208,20
77,1902,21315320,743674,22058994,227481,6140824,6,402301,461457,20
78,1902,21230612,733312,21963924,275045,5058697,6,451779,536487,20
79,1902,21144963,723713,21868676,276179,5017601,6,452294,537943,20
80,1902,21058209,714945,21773154,277517,4972923,6,452933,539687,20
81,1902,20970522,706971,21677493,278666,4931796,6,453375,541062,20
82,1902,20550471,538721,21089192,233746,5761791,5,514183,423476,20
83,1902,20410293,635262,21045555,315306,4242256,5,390924,531102,20
84,1902,23434271,721570,24155841,318466,4822456,6,326333,524002,20
85,1902,23182935,810766,23993701,320770,4736467,6,244757,496093,20
86,1902,22946546,858839,23805385,322411,4664309,6,283192,519581,20
87,1902,22719047,884525,23603572,322359,4618811,6,303414,530913,20
88,1902,22492603,908713,23401316,321201,4589261,6,303054,529498,20
89,1902,22267813,930995,23198808,319366,4569501,6,302386,527176,20
90,1902,22045109,950682,22995791,317167,4555165,6,301868,524572,20
91,1902,21825129,967525,22792654,314295,4550920,6,300943,520923,20
92,1902,21277945,837509,22115454,259848,5366488,5,363141,362599,20
93,1902,21011362,963583,21974945,339396,4057209,5,215774,482357,20
94,1902,20748723,1085878,21834601,335968,4047374,5,215686,478325,20
95,1902,20497854,1185567,21683421,332525,4039838,5,232110,482979,20
96,1902,20272853,1231602,21504455,328441,4045176,5,276127,501128,20
97,1902,20052931,1272512,21325443,323240,4065675,5,275169,495091,20
98,1902,19837819,1308451,21146270,318167,4086191,5,274255,489367,20
99,1902,19627307,1339794,20967101,313255,4106223,5,273352,483864,20
100,1902,19421322,1366880,20788202,308525,4125421,5,272308,478293,20
101,1902,19219512,1390070,20609582,304034,4142858,5,271306,473116,20
102,1902,18327473,1109405,19436878,247210,4858659,3,452235,232390,20
103,1902,12055493,1293096,13348589,354472,2228860,2,317259,480082,20
104,1902,16229548,1447113,17676661,352395,3018259,4,277426,531601,20
105,1902,15954693,1591413,17546106,349689,2990104,4,191395,466250,20
106,1902,15682820,1731724,17414544,346432,2966785,4,190650,462523,20
107,1902,15413921,1869023,17282944,343161,2943710,4,189723,458622,20
108,1902,15169563,1960291,17129854,340094,2923169,4,227390,471748,20
109,1902,14945451,2014326,16959777,336112,2914103,4,255747,479859,21
110,1902,14735262,2056298,16791560,324843,2972790,4,255747,465936,21
111,1902,14528301,2095516,16623817,320632,2969531,4,253256,460217,21
112,1902,13602251,2132259,15734510,316652,2815194,2,125307,227368,21
113,1902,13365530,2264300,15629830,369060,2373390,2,201540,438261,21
114,1902,13138759,2384719,15523478,358012,2405119,2,199645,426416,21
115,1902,12917378,2497914,15415292,352957,2398460,2,199381,420762,21
116,1902,12700507,2604917,15305424,347911,2392394,2,198424,415295,21
117,1902,12596771,2598980,15195751,234263,3523996,2,197677,301413,21
118,1902,12389476,2696074,15085550,337634,2404842,2,197131,404426,21
119,1902,12187104,2786825,14973929,332635,2401112,2,196761,399133,21
120,1902,11989947,2870992,14860939,327415,2399930,2,196580,393737,21
121,1902,11797893,2948341,14746234,322285,2399077,2,196640,388694,21
122,1902,11348716,2779265,14127981,217321,3422354,1,247702,141810,21
123,1902,11157820,2887968,14045788,328244,2227729,1,170551,361447,21
124,1902,10974003,2987558,13961561,322703,2228650,1,172154,355971,21
125,1902,10796800,3078512,13875312,316994,2232152,1,173106,350309,21
126,1902,10625575,3161902,13787477,311524,2235325,1,173679,344904,21
127,1902,10552995,3146846,13699841,214238,3228190,1,175115,247695,21
128,1902,10394543,3216639,13611182,300865,2264194,1,175946,334398,21
129,1902,10241902,3279730,13521632,295767,2269398,1,176750,329391,21
130,1902,10094440,3336744,13431184,291246,2271444,1,177732,325194,21
131,1902,9952129,3388129,13340258,286555,2276082,1,178241,320552,21
132,1902,10287299,2982423,13269722,197090,3420713,1,566261,231091,21
133,1902,10108560,3075555,13184115,321960,2057630,1,177162,355901,21
134,1902,9935359,3161973,13097332,317280,2052205,1,178042,351243,21
135,1902,9768635,3240348,13008983,311339,2056270,1,178559,345283,21
136,1902,9608005,3311787,12919792,306279,2055871,1,179660,340290,21
137,1902,9531255,3299426,12830681,223097,2799859,1,180406,257156,21
138,1902,9381755,3358810,12740565,296510,2073598,1,181159,330659,21
139,1902,9237754,3412503,12650257,291723,2075274,1,181910,325911,21
140,1902,9099320,3460016,12559336,286745,2079663,1,182549,320983,21
141,1902,8966748,3501177,12467925,282175,2082554,1,183861,316433,21
142,1902,9018189,3364560,12382749,205963,2869525,1,291623,240182,21
143,1902,8880193,3413165,12293358,287735,2022598,1,183956,321952,21
144,1902,8746706,3456820,12203526,283469,2022175,1,184114,317601,21
145,1902,8617486,3495907,12113393,279098,2023502,1,183899,313119,21
146,1902,8491873,3530882,12022755,275219,2022111,1,183739,309352,21
147,1902,8435601,3497480,11933081,205431,2691100,1,183097,239369,21
148,1902,8316289,3526945,11843234,268020,2033491,1,182694,302006,21
149,1902,8200070,3552616,11752686,264627,2030782,1,182115,298334,21
150,1902,8085893,3576425,11662318,261232,2028530,1,180492,294669,21
151,1902,7973734,3598443,11572177,258194,2023930,1,179189,291348,21
152,1902,7924403,3558197,11482600,194517,2669862,1,178013,227344,21
153,1902,7816104,3577534,11393638,252496,2028690,1,176700,284999,21
154,1902,7709341,3595055,11304396,249817,2022437,1,175261,282024,21
155,1902,7604374,3611338,11215712,246948,2018077,1,174088,279055,21
156,1902,7501126,3625618,11126744,244397,2011455,1,173171,276419,21
157,1902,7455702,3583923,11039625,185830,2629375,1,172104,217528,21
158,1902,7355562,3597032,10952594,239357,2013954,1,170631,270771,21
159,1902,7257223,3608340,10865563,236833,2008205,1,169675,268014,21
160,1902,7160861,3617806,10778667,234067,2004956,1,168647,265009,21
161,1902,7066442,3625411,10691853,231482,2000614,1,167770,262189,21
162,1902,7017257,3590215,10607472,177205,2595203,1,157343,206528,21
163,1902,6927081,3594416,10521497,226397,2005208,1,166751,256927,21
164,1902,6866617,3569399,10436016,196435,2290888,1,166549,227013,21
165,1902,6808512,3542751,10351263,194008,2299918,1,166327,224432,21
166,1902,6750921,3516572,10267493,191760,2307198,1,164278,221869,21
167,1902,6699360,3497787,10197147,141582,3101024,1,112991,164552,21
168,1902,6644780,3469664,10114444,190111,2290621,1,165732,220312,21
169,1902,6592112,3440417,10032529,187769,2300809,1,165303,217971,21
170,1902,6541360,3409019,9950379,185275,2313828,1,164575,215327,21
171,1902,6492481,3376837,9869318,183009,2324974,1,164030,212909,21
172,1902,6497031,3305342,9802373,86718,4910046,1,114388,109838,21
173,1902,6451883,3271644,9723527,181596,2328413,1,166679,211827,21
174,1902,6408086,3237726,9645812,179598,2338335,1,165901,209698,21
175,1902,6365804,3203470,9569274,177509,2350243,1,165157,207439,21
176,1902,6324833,3169084,9493917,175767,2358259,1,164594,205565,21
177,1902,6333082,3098402,9431484,84202,4929156,1,115377,107128,21
178,1902,6293881,3063321,9357202,175631,2348536,1,166461,205662,21
179,1902,6255483,3028673,9284156,174290,2352167,1,165737,204135,21
180,1902,6217529,2994714,9212243,173143,2353384,1,164832,202786,21
181,1902,6179848,2960354,9140202,172101,2353283,1,163879,201560,21
182,1902,6187702,2894556,9082258,84216,4815204,1,114630,106776,21
183,1902,6149844,2862905,9012749,173162,2327509,1,164711,202569,21
184,1902,6111839,2832570,8944409,172368,2323780,1,163537,201542,21
185,1902,6073624,2802378,8876002,171546,2320316,1,162252,200467,21
186,1902,6035162,2773608,8808770,170897,2314378,1,161129,199591,21
187,1902,6038222,2716004,8754226,86028,4599908,1,110762,107702,21
188,1902,5996398,2692309,8688707,172471,2278527,1,158675,200499,21
189,1902,5954372,2670012,8624384,171846,2270787,1,157631,199657,21
190,1902,5912169,2647774,8559943,171102,2264496,1,156496,198699,21
191,1902,5869811,2626870,8496681,170479,2256488,1,155557,197915,21
192,1902,5868553,2577255,8445808,88053,4367840,1,107577,108835,21
193,1902,5826085,2557602,8383687,171835,2222005,1,156909,199377,21
194,1902,5783845,2538929,8322774,171013,2216498,1,156138,198378,21
195,1902,5741961,2519763,8261724,170032,2213143,1,155411,197295,21
196,1902,5700522,2499933,8200455,169161,2208484,1,154860,196299,22
197,1902,5710182,2443121,8153303,80507,4648322,1,110543,100883,22
198,1902,5680743,2414933,8095676,162355,2293081,1,159663,189102,22
199,1902,5651278,2386830,8038108,161970,2286609,1,159054,188519,22
200,1902,5621620,2360245,7981865,161493,2281327,1,158237,187895,22
201,1902,5591652,2333914,7925566,161153,2273953,1,157399,187367,22
202,1902,5599630,2282814,7882444,81868,4482549,1,109762,101784,22
203,1902,5562722,2264640,7827362,168959,2157674,1,158375,195283,22
204,1902,5529778,2243983,7773761,164256,2206309,1,157292,190236,22
205,1902,5497149,2222883,7720032,162914,2211357,1,156124,188753,22
206,1902,5464363,2201908,7666271,162208,2207736,1,155049,187835,22
207,1902,5467876,2157879,7625755,84470,4242248,1,107264,103751,22
208,1902,5428873,2144504,7573377,169116,2103802,1,155718,194721,22
209,1902,5389681,2132674,7522355,168453,2096834,1,154667,193859,22
210,1902,5350382,2120829,7471211,167718,2090667,1,153648,192947,22
211,1902,5311001,2108843,7419844,167023,2083915,1,152792,192173,22
212,1902,5310747,2070895,7381642,86718,4013527,1,105317,105571,22
213,1902,5271457,2060213,7331670,168080,2055391,1,154005,193295,22
214,1902,5232532,2050496,7283028,167180,2051197,1,153358,192283,22
215,1902,5194094,2040098,7234192,166186,2048308,1,152748,191186,22
216,1902,5156260,2028815,7185075,165190,2045648,1,152317,190151,22
217,1902,5155538,1991906,7147444,87324,3869192,1,105353,106075,22
218,1902,5119256,1980303,7099559,165540,2026673,1,154452,190734,22
219,1902,5084018,1967444,7051462,164318,2027691,1,154230,189468,22
220,1902,5050091,1953188,7003279,162984,2030645,1,154083,188010,22
221,1902,5017399,1939077,6956476,161711,2033382,1,154038,186730,22
222,1902,5019702,1901329,6921031,86250,3814158,1,107447,105144,22
223,1902,4989286,1886277,6875563,161735,2021688,1,156685,187101,22
224,1902,4960079,1869929,6830008,160482,2025546,1,156621,185828,22
225,1902,4932001,1852385,6784386,159235,2029852,1,156460,184538,22
226,1902,4904966,1833715,6738681,158059,2033745,1,156355,183390,22
227,1902,4910541,1793928,6704469,85085,3782302,1,109667,104092,22
228,1902,4885263,1775247,6660510,158436,2020756,1,158584,183862,22
229,1902,4860582,1755914,6616496,157459,2023022,1,158165,182846,22
230,1902,4836451,1736024,6572475,156581,2024266,1,157763,181894,22
231,1902,4812725,1715734,6528459,155723,2025434,1,157230,180956,22
232,1902,4818527,1678761,6497288,85210,3705985,1,110059,104257,22
233,1902,4794914,1659876,6454790,156763,2004551,1,158551,182164,22
234,1902,4771353,1641013,6412366,156051,2003802,1,157783,181344,22
235,1902,4747731,1623899,6371630,155408,2002131,1,156918,180540,22
236,1902,4723942,1606948,6330890,154867,1999058,1,156078,179867,22
237,1902,4727364,1573956,6301320,86572,3578668,1,108732,105310,22
238,1902,4702906,1557628,6260534,156268,1972314,1,156897,181355,22
239,1902,4678184,1541583,6219767,155737,1968636,1,155952,180674,22
240,1902,4653251,1527509,6180760,155171,1965286,1,154998,179931,22
241,1902,4628071,1513720,6141791,154687,1960767,1,154138,179318,22
242,1902,4628245,1485630,6113875,88254,3436860,1,106805,106631,22
243,1902,4602340,1472531,6074871,156035,1933021,1,154806,180711,22
244,1902,4576241,1461312,6037553,155431,1929528,1,153871,179970,22
245,1902,4550027,1450219,6000246,154771,1926656,1,152988,179202,22
246,1902,4523961,1439108,5963069,154142,1923436,1,152250,178316,22
247,1902,4521946,1414787,5936733,89247,3320562,1,105246,107261,22
248,1902,4495890,1403477,5899367,155099,1899706,1,153389,179445,22
249,1902,4470101,1391932,5862033,154294,1898664,1,152745,178534,22
250,1902,4444667,1381689,5826356,153416,1898665,1,152179,177613,22
251,1902,4419648,1370958,5790606,152583,1898285,1,151693,176712,22
252,1902,4417786,1348020,5765806,89062,3250814,1,104986,106848,22
253,1902,4393787,1336263,5730050,153146,1880239,1,153275,177274,22
254,1902,4370224,1324047,5694271,152205,1881718,1,152733,176296,22
255,1902,4347174,1311296,5658470,151263,1883450,1,152240,175290,22
256,1902,4324644,1298033,5622677,150299,1885706,1,151751,174281,22
257,1902,4323734,1275536,5599270,88233,3211499,1,105195,106105,22
258,1902,4301996,1263159,5565155,150802,1869574,1,153249,174987,22
259,1902,4280652,1250396,5531048,149917,1871280,1,152709,174053,22
260,1902,4259750,1237238,5496988,149052,1872950,1,152222,173124,22
261,1902,4239138,1223870,5463008,148224,1874299,1,151590,172202,22
262,1902,4238650,1200931,5439581,87682,3168086,1,105079,105567,22
263,1902,4218143,1189147,5407290,149020,1855054,1,152654,173161,22
264,1902,4197585,1177428,5375013,148341,1854463,1,151826,172384,22
265,1902,4176985,1165830,5342815,147707,1853283,1,151032,171632,22
266,1902,4156364,1154312,5310676,147102,1851718,1,150289,170910,22
267,1902,4154130,1134874,5289004,87933,3096051,1,103361,105595,22
268,1902,4132801,1124007,5256808,148189,1827714,1,150730,172059,22
269,1902,4111312,1113404,5224716,147611,1825331,1,149855,171344,22
270,1902,4089523,1103128,5192651,147070,1822336,1,148882,170671,22
271,1902,4068181,1094275,5162456,146510,1819755,1,148633,169975,22
272,1902,4064155,1078503,5142658,88543,3008125,1,101826,105852,22
273,1902,4041938,1070461,5112399,147630,1794299,1,148891,171108,22
274,1902,4019401,1062769,5082170,147038,1791478,1,147841,170378,22
275,1902,3996626,1055357,5051983,146461,1788345,1,146913,169688,22
276,1902,3973735,1048117,5021852,145807,1786078,1,145988,168879,22
277,1902,3967266,1034716,5001982,88789,2928276,1,99248,105717,22
278,1902,3943883,1027807,4971690,146670,1762230,1,146406,169789,22
279,1902,3920582,1020871,4941453,145879,1761317,1,145559,168860,23
280,1902,3908119,1005541,4913660,136586,1875173,1,146715,159178,23
281,1902,3895756,990296,4886052,135959,1877862,1,146033,158396,23
282,1902,4045707,830134,4875841,79853,3320344,1,246146,96195,23
283,1902,3972062,886898,4858960,148513,1752796,1,90697,164342,23
284,1902,3892533,951521,4844054,154117,1655242,1,90312,169841,23
285,1902,3814444,1011229,4825673,157840,1583777,1,96192,174281,23
286,1902,3784368,1010956,4795324,159087,1558973,1,152423,182499,23
287,1902,3770835,1005758,4776593,90862,2719788,1,93392,106925,23
288,1902,3740854,1004802,4745656,158451,1547232,1,151964,181945,23
289,1902,3712746,1003519,4716265,156622,1553539,1,152016,180124,23
290,1902,3686364,1000228,4686592,154935,1559296,1,152079,178461,23
291,1902,3661496,995420,4656916,152933,1569051,1,151521,176389,23
292,1902,3831316,816391,4647707,86544,2901288,1,272616,102796,23
293,1902,3739435,890426,4629861,162066,1512146,1,86012,177893,23
294,1902,3644006,968835,4612841,166162,1437233,1,86833,182262,23
295,1902,3554499,1037464,4591963,168292,1384187,1,96081,185588,23
296,1902,3513760,1045351,4559111,168134,1369608,1,151581,192320,23
297,1902,3508677,1027126,4535803,90527,2540067,1,103834,108917,23
298,1902,3473075,1029589,4502664,164590,1382899,1,153594,189196,23
299,1902,3440977,1028428,4469405,161855,1393270,1,154539,186637,23
300,1902,3411890,1024071,4435961,159538,1401557,1,155590,184677,23
301,1902,3385844,1016742,4402586,157090,1412532,1,156324,182370,23
302,1902,3610042,774089,4384131,83393,2837021,1,329863,105665,23
303,1902,3519964,845901,4365865,163638,1409723,1,91216,181294,23
304,1902,3425796,922835,4348631,167779,1338147,1,91342,185510,23
305,1902,3339223,988424,4327647,170256,1285354,1,103008,189581,23
306,1902,3298700,996983,4295683,170550,1267567,1,155652,196175,23
307,1902,3303142,968953,4272095,88041,2458794,1,113057,108615,23
308,1902,3266545,973577,4240122,167297,1279618,1,156547,193144,23
309,1902,3231875,975902,4207777,165361,1280859,1,156784,191454,23
310,1902,3198559,976763,4175322,163923,1278775,1,156675,189991,23
311,1902,3166701,976097,4142798,163072,1272645,1,157235,189093,23
312,1902,3418215,704393,4122608,85747,2612524,1,362626,111112,23
313,1902,3320325,783167,4103492,168442,1291844,1,88729,186619,23
314,1902,3217715,867471,4085186,172971,1219141,1,88467,191077,23
315,1902,3124617,938231,4062848,175832,1164605,1,102546,195644,23
316,1902,3075198,954770,4029968,176235,1143564,1,152638,202057,23
317,1902,3075438,929191,4004629,91757,2196583,1,113146,112906,23
318,1902,3028325,945070,3973395,173847,1141603,1,152583,199696,23
319,1902,2982465,959309,3941774,171778,1137857,1,151819,197679,23
320,1902,2938195,971504,3909699,170135,1131792,1,151903,196173,23
321,1902,2896146,981261,3877407,168053,1129416,1,152001,194050,23
322,1902,3153390,703542,3856932,87620,2358600,1,370921,113677,23
323,1902,3047183,791035,3838218,171735,1162839,1,83835,190042,23
324,1902,2937597,881760,3819357,175478,1097108,1,84397,193983,23
325,1902,2850089,943703,3793792,177768,1050714,1,112109,199617,23
326,1902,2799794,960746,3760540,176944,1036979,1,153235,203530,23
327,1902,2804741,929960,3734701,90421,2032840,1,117605,112658,23
328,1902,2762537,939113,3701650,173673,1042451,1,158521,200725,23
329,1902,2724303,944203,3668506,171500,1041049,1,160417,198651,23
330,1902,2688609,946621,3635230,170143,1035603,1,161742,197436,23
331,1902,2654905,946986,3601891,168302,1033807,1,161874,195578,23
332,1902,2924312,656466,3580778,86702,2210418,1,383326,113919,23
333,1902,2822592,739114,3561706,170897,1082414,1,88541,190261,23
334,1902,2717955,824595,3542550,175227,1016532,1,89868,194505,23
335,1902,2643880,871024,3514904,178034,973237,1,127789,201864,23
336,1902,2594239,887759,3481998,177514,957761,1,154872,204513,23
337,1902,2595650,860765,3456415,92575,1837521,1,116394,114983,23
338,1902,2547934,877429,3425363,175652,950637,1,154926,202642,23
339,1902,2502222,891767,3393989,173909,942939,1,155229,200941,23
340,1902,2457945,904366,3362311,172880,931767,1,155691,199968,23
341,1902,2415978,914453,3330431,171132,925212,1,156251,198218,23
342,1902,2676710,633874,3310584,90146,1945963,1,378003,117271,23
343,1902,2568553,724113,3292666,173221,971779,1,84390,192547,23
344,1902,2459888,814526,3274414,177038,910602,1,87764,196429,23
345,1902,2390131,856540,3246671,179360,873325,1,134405,204162,23
346,1902,2342607,872177,3214784,178077,862127,1,157997,205521,23
347,1902,2347431,842716,3190147,93378,1647510,1,121311,116487,23
348,1902,2306363,852142,3158505,175382,861831,1,162066,203134,23
349,1902,2268874,857862,3126736,173366,857682,1,163772,201261,23
350,1902,2233530,861454,3094984,172218,849949,1,164807,200151,23
351,1902,2200420,862702,3063122,170481,845881,1,165388,198498,23
352,1902,2467180,576238,3043418,90314,1790299,1,385043,118283,23
353,1902,2366115,659698,3025813,172696,897911,1,91773,192838,23
354,1902,2262984,745046,3008030,176908,838327,1,93872,197003,23
355,1902,2200736,779613,2980349,179651,802820,1,143242,205490,23
356,1902,2155160,794122,2949282,178702,790369,1,161045,206621,23
357,1902,2157918,767601,2925519,95260,1484582,1,121327,118569,23
358,1902,2113643,781023,2894666,176932,782897,1,160476,204751,23
359,1902,2070805,792799,2863604,175192,774648,1,160113,202951,24
360,1902,2124418,799209,2923627,174102,799679,1,323676,270063,24
361,1902,2150730,793291,2944021,172383,817657,2,244079,217767,24
362,1902,2408308,502695,2911003,93012,1696887,2,393230,135652,24
363,1902,2297599,587348,2884947,181081,831536,2,101321,212030,24
364,1902,2184192,676171,2860363,185654,771021,2,102259,215666,24
365,1902,2101054,724633,2825687,188718,729631,2,141802,224940,24
366,1902,2044147,740218,2784365,188253,711623,2,172292,229199,24
367,1902,2032533,721601,2754134,103494,1287070,2,124510,136124,24
368,1902,1976939,736645,2713584,186507,694669,2,170918,226512,24
369,1902,1922942,750578,2673520,184541,682893,2,169673,223670,24
370,1902,1870589,763365,2633954,182465,671859,2,168347,220700,24
371,1902,1819906,774892,2594798,180313,661457,2,167011,217694,24
372,1902,1849484,706870,2556354,99430,1219026,2,166526,136948,24
373,1902,884941,727058,1611999,170317,340515,1,147509,187310,24
374,1902,846718,745594,1592312,167785,330723,1,145645,183868,24
375,1902,810164,762754,1572918,164996,321795,1,143703,180257,24
376,1902,775275,778560,1553835,162208,313230,1,141873,176762,24
377,1902,811974,723396,1535370,86626,614290,1,138146,101447,24
378,1902,780280,736716,1516996,156911,325894,1,139523,171217,24
379,1902,750091,748809,1498900,154297,318593,1,137791,167980,24
380,1902,721463,759657,1481120,151719,311640,1,136154,164782,24
381,1902,694445,769162,1463607,149202,305030,1,134694,161712,24
382,1902,903401,554640,1458041,79120,748297,1,299501,90545,24
383,1902,804095,643507,1447602,154240,341656,1,64695,164001,24
384,1902,702088,736490,1438578,157547,292052,1,64157,166164,24
385,1902,628447,796295,1424742,158801,259355,1,94683,168324,24
386,1902,586483,821399,1407882,157477,244072,1,125873,167837,24
387,1902,576759,818914,1395673,81551,463494,1,79984,89708,24
388,1902,536467,842640,1379107,154211,227985,1,123415,163707,24
389,1902,497940,864830,1362770,151699,215116,1,121962,160489,24
390,1902,461020,885766,1346786,149239,202449,1,120284,157204,24
391,1902,425795,905319,1331114,146804,190082,1,118802,154027,24
392,1902,456277,859696,1315973,74777,399889,1,112841,82359,24
393,1902,424045,876752,1300797,142265,195341,1,117100,149332,24
394,1902,393371,892547,1285918,139959,184196,1,115728,146402,24
395,1902,364208,907031,1271239,137703,173334,1,114453,143616,24
396,1902,336530,920270,1256800,135475,162796,1,113234,140912,24
397,1902,411720,832338,1244058,7998,3373653,1,89227,14037,24
398,1902,386129,844355,1230484,131977,191740,1,112483,138074,24
399,1902,361893,855124,1217017,129917,182555,1,111357,135593,24
400,1902,339054,864738,1203792,127867,173776,1,110313,133152,24
401,1902,317562,873137,1190699,125870,165343,1,109295,130787,24
402,1902,373426,807115,1180541,7439,3289803,1,68108,12244,24
403,1902,353031,815087,1168118,123437,187433,1,108369,128764,24
404,1902,333935,821792,1155727,121542,180059,1,107464,126560,24
405,1902,316203,827221,1143424,119658,173182,1,106680,124412,24
406,1902,299686,831571,1131257,117814,166705,1,105766,122283,24
407,1902,340253,782946,1123199,6966,3201093,1,51377,10810,24
408,1902,324080,787488,1111568,116254,182693,1,104794,120967,24
409,1902,308751,791288,1100039,114476,176755,1,103629,118958,24
410,1902,293595,795008,1088603,112733,170677,1,101795,116951,24
411,1902,278821,798516,1077337,111035,164568,1,100195,114969,24
412,1902,311586,758812,1070398,6573,3106663,1,42553,9788,24
413,1902,297287,762149,1059436,110009,177103,1,99906,114205,24
414,1902,283318,765334,1048652,108361,171348,1,98322,112291,24
415,1902,269652,768464,1038116,106774,165507,1,96731,110397,24
416,1902,256313,771303,1027616,105233,159624,1,95267,108606,24
417,1902,286687,734430,1021117,6239,3011431,1,39425,9051,24
418,1902,273750,737271,1011021,104380,171876,1,95095,108032,24
419,1902,261121,739887,1001008,102892,166318,1,93638,106267,24
420,1902,248804,742337,991141,101426,160763,1,92263,104580,24
421,1902,236818,744625,981443,99995,155208,1,90960,102946,24
422,1902,265006,710380,975386,5940,2923810,1,36621,8433,24
423,1902,253362,712630,965992,99336,167153,1,90856,102500,24
424,1902,242005,714615,956620,97963,161898,1,89585,100942,24
425,1902,230912,716480,947392,96618,156627,1,88311,99404,24
426,1902,220086,718059,938145,95311,151331,1,87107,97933,24
427,1902,246232,686348,932580,5670,2846042,1,34026,7880,24
428,1902,235790,687926,923716,94822,162965,1,87174,97616,24
429,1902,225617,689379,914996,93532,158085,1,86002,96175,24
430,1902,215696,690589,906285,92279,153186,1,84850,94771,24
431,1902,205993,691718,897711,91057,148258,1,83698,93401,24
432,1902,230279,662270,892549,5428,2780317,1,31692,7406,24
433,1902,220916,663447,884363,90702,159621,1,83851,93214,24
434,1902,211775,664390,876165,89514,155047,1,82751,91892,24
435,1902,202850,665075,867925,88346,150476,1,81665,90590,25
436,1902,195263,664694,859957,85329,149969,1,79846,87433,25
437,1902,216899,638307,855206,5338,2662924,1,28732,7096,25
438,1902,209604,638083,847687,85228,161174,1,80188,87483,25
439,1902,202533,637611,840144,84031,157956,1,79103,86174,25
440,1902,195625,636932,832557,83035,154398,1,78178,85086,25
441,1902,188876,636263,825139,82033,150892,1,77244,83993,25
442,1902,208949,611940,820889,4987,2745875,1,26669,6596,25
443,1902,202430,611277,813707,82065,161657,1,77637,84156,25
444,1902,196064,610610,806674,81085,158466,1,76717,83083,25
445,1902,189851,609756,799607,80139,155256,1,75850,82063,25
446,1902,183754,608921,792675,79219,152015,1,74968,81065,25
447,1902,202301,587557,789858,4822,2749481,1,24804,6257,25
448,1902,197073,586730,783803,79955,161533,1,76730,81958,25
449,1902,191882,585257,777139,80223,156752,1,77004,82195,25
450,1902,185527,585104,770631,81330,149498,1,76899,83254,25
451,1902,179340,584770,764110,83005,141596,1,78758,84945,25
452,1902,194923,565913,760836,4669,2736019,1,21478,5895,25
453,1902,189066,565603,754669,89350,138675,1,85736,91593,25
454,1902,183383,565314,748697,90844,132294,1,87392,93075,25
455,1902,177868,564894,742762,92247,126364,1,88933,94448,25
456,1902,172559,564349,736908,93522,120921,1,90371,95680,25
457,1902,186939,546972,733911,4534,2702080,1,20021,5641,25
458,1902,181892,546636,728528,99278,120071,1,96718,101765,25
459,1902,177004,546170,723174,100265,115694,1,97824,102712,25
460,1902,172284,545539,717823,101170,111602,1,98856,103576,25
461,1902,167730,544986,712716,101998,107770,1,99808,104362,25
462,1902,180977,529378,710355,4407,2691288,1,18667,5420,25
463,1902,176579,528933,705512,107382,107767,1,105637,110035,25
464,1902,172344,528345,700689,107988,104592,1,106349,110584,25
465,1902,168272,527655,695927,108555,101587,1,107021,111093,25
466,1902,164364,526797,691161,109084,98747,1,107665,111573,25
467,1902,176469,512990,689459,4299,2690177,1,17336,5231,25
468,1902,172818,512420,685238,114275,99110,1,113349,117000,25
469,1902,169300,511708,681008,114676,96752,1,113838,117356,25
470,1902,165915,510849,676764,115047,94512,1,114291,117676,25
471,1902,162672,509901,672573,115352,92420,1,114691,117934,25
472,1902,173780,497644,671424,4205,2708405,1,16177,5069,25
473,1902,170199,497303,667502,120415,92630,1,119622,123203,25
474,1902,166289,497332,663621,120641,90333,1,119443,123353,25
475,1902,162117,497963,660080,120854,87911,1,119261,123433,25
476,1902,157651,498970,656621,121018,85374,1,118992,123458,25
